"doc_title","doc_link","geschaeftstitel","geschaeftsnummer"
"Kommissionsbericht vom 18.01.2020 (16/EB 15/462)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=102af5ef2abf4881b40fbdcafcace751-332&v=1&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche per 12. Februar 2020","16/EB 15/462"
"Eintreten, Detailberatung, Beschlussfassung vom 12.02.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=ceb09e7b752a4c08bed91c5b1bc1bd78-332&v=1&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche per 12. Februar 2020","16/EB 15/462"
"Wortlaut/Begründung vom 08.01.2020 (16/MO 46/463)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2076c65b7e924dbbab9884c0d7e4b94d-332&v=1&r=PDF&typ=pdf","Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Ueli Fisch, Hermann Lei, Turi Schallenberg und Lucas Orellano vom 8. Januar 2020 \"Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe\"","16/MO 46/463"
"Beantwortung vom 16.12.2020 (16/MO 46/463)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d53e5f463131473aba57158fbebe16f7-332&v=1&r=PDF&typ=pdf","Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Ueli Fisch, Hermann Lei, Turi Schallenberg und Lucas Orellano vom 8. Januar 2020 \"Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe\"","16/MO 46/463"
"Mitbericht des Datenschutzbeauftragten vom 30.07.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d164ed08eac5491a80e25af7fa4a1f2d-332&v=1&r=PDF&typ=pdf","Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Ueli Fisch, Hermann Lei, Turi Schallenberg und Lucas Orellano vom 8. Januar 2020 \"Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe\"","16/MO 46/463"
"Beantwortung, Diskussion, Beschlussfassung vom 27.01.2021","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=58a0bdec560a43629dfc645ad67c30cf-332&v=1&r=PDF&typ=pdf","Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Ueli Fisch, Hermann Lei, Turi Schallenberg und Lucas Orellano vom 8. Januar 2020 \"Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe\"","16/MO 46/463"
"Abschreibung vom 09.06.2021","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d00f508de2574236a3213a429dba8fce-332&v=1&r=PDF&typ=pdf","Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Ueli Fisch, Hermann Lei, Turi Schallenberg und Lucas Orellano vom 8. Januar 2020 \"Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe\"","16/MO 46/463"
"Wortlaut vom 08.01.2020 (16/EA 151/464)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2e431ff4d6334688938425eeb9b7281e-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Bühler vom 8. Januar 2020 \"Waldunterstände für schulische Zwecke - verbieten oder fördern?\"","16/EA 151/464"
"Beantwortung vom 03.03.2020 (16/EA 151/464)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=29e71893fc2d4ed5946f5f722ba1ede5-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Bühler vom 8. Januar 2020 \"Waldunterstände für schulische Zwecke - verbieten oder fördern?\"","16/EA 151/464"
"Wortlaut vom 08.01.2020 (16/EA 152/465)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c8a70a03f8a7433cb9c146e5089537f5-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Paul Koch vom 8. Januar 2020 \"Unnötige Kosten bei Mietobjekten für Polizei und Staatsanwaltschaft?\"","16/EA 152/465"
"Beantwortung vom 25.02.2020 (16/EA 152/465)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=23f175f9182845cdbf9d0ec3f9391d6c-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Paul Koch vom 8. Januar 2020 \"Unnötige Kosten bei Mietobjekten für Polizei und Staatsanwaltschaft?\"","16/EA 152/465"
"Wortlaut vom 08.01.2020 (16/EA 153/466)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=de8a1150fe9b4092b8a56b1924410a11-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Hermann Lei vom 8. Januar 2020 \"zum AfI und zum DBU\"","16/EA 153/466"
"Beantwortung vom 11.02.2020 (16/EA 153/466)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2888f9bef4d54cab8fe1108d06b50522-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Hermann Lei vom 8. Januar 2020 \"zum AfI und zum DBU\"","16/EA 153/466"
"Wortlaut vom 08.01.2020 (16/EA 154/467)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4130781c4e374455a7779fb09b9f570a-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Urs Schär vom 8. Januar 2020 \"Abbau bei Obstbau- und Beerenforschung in Güttingen?\"","16/EA 154/467"
"Beantwortung vom 03.03.2020 (16/EA 154/467)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=50c783baa2a04b81af7cf65acc51b8d3-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Urs Schär vom 8. Januar 2020 \"Abbau bei Obstbau- und Beerenforschung in Güttingen?\"","16/EA 154/467"
"Wortlaut vom 08.01.2020 (16/EA 155/468)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4fe711c5c48049beb56225734451ab9b-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Andrea Vonlanthen und Hermann Lei vom 8. Januar 2020 \"Jokertage und religiöse Feiertage\"","16/EA 155/468"
"Beantwortung vom 03.03.2020 (16/EA 155/468)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f70bb6e0679d4ac7b0618488650f6dd8-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Andrea Vonlanthen und Hermann Lei vom 8. Januar 2020 \"Jokertage und religiöse Feiertage\"","16/EA 155/468"
"Wortlaut/Begründung vom 22.01.2020 (16/LM 3/469)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3c5a6d12ed6b4284ab79323287b976ef-332&v=1&r=PDF&typ=pdf","Leistungsmotion von Toni Kappeler, Stefan Leuthold und Josef Gemperle vom 22. Januar 2020 \"Risikogarantie für eine Pilot-Windenergieanlage\"","16/LM 3/469"
"Stellungnahme vom 16.06.2020 (16/LM 3/469)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=75c00f200d274bf9872ad28962ff9f9a-332&v=1&r=PDF&typ=pdf","Leistungsmotion von Toni Kappeler, Stefan Leuthold und Josef Gemperle vom 22. Januar 2020 \"Risikogarantie für eine Pilot-Windenergieanlage\"","16/LM 3/469"
"Stellungnahme, Diskussion vom 12.08.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8610cd706f3f46d2b98b927660926561-332&v=1&r=PDF&typ=pdf","Leistungsmotion von Toni Kappeler, Stefan Leuthold und Josef Gemperle vom 22. Januar 2020 \"Risikogarantie für eine Pilot-Windenergieanlage\"","16/LM 3/469"
"Wortlaut vom 22.01.2020 (16/EA 156/470)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5db50b88e83c4dbf87c985145e879f76-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Bühler vom 22. Januar 2020 \"Spital Thurgau AG - ist der Thurgau für die Kommunikation nicht gut genug?\"","16/EA 156/470"
"Beantwortung vom 17.03.2020 (16/EA 156/470)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=eb497abfbacf45be8f88585b19a19998-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Bühler vom 22. Januar 2020 \"Spital Thurgau AG - ist der Thurgau für die Kommunikation nicht gut genug?\"","16/EA 156/470"
"Wortlaut vom 22.01.2020 (16/EA 158/472)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2d85874fc7a9474981411f995d15c903-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Jürg Wiesli und Jürgen Häberli vom 22. Januar 2020 \"Vermietete Besucherparkplätze, eine neue Geldquelle?\"","16/EA 158/472"
"Beantwortung vom 03.03.2020 (16/EA 158/472)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f4a1522868b74ed49815464e4ba30eee-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Jürg Wiesli und Jürgen Häberli vom 22. Januar 2020 \"Vermietete Besucherparkplätze, eine neue Geldquelle?\"","16/EA 158/472"
"Ersatzwahl vom 11.03.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f1abfd0eef9c4eaa9a541c4f3605e6bc-332&v=1&r=PDF&typ=pdf","Ersatzwahl eines Mitglieds der Geschäftsprüfungs- und Finanzkommission für den Rest der Amtsdauer","16/WA 95/473"
"Wortlaut vom 12.02.2020 (16/EA 159/474)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=bfd52385f6c04e04a44182925e02d5b2-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Dransfeld vom 12. Februar 2020 \"Wahlwerbung von Amtes wegen\"","16/EA 159/474"
"Beantwortung vom 05.05.2020 (16/EA 159/474)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c7a94ae5734f4d918f026e1e2a0de032-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Dransfeld vom 12. Februar 2020 \"Wahlwerbung von Amtes wegen\"","16/EA 159/474"
"Wortlaut vom 12.02.2020 (16/EA 160/475)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c33ceee6b4d94638af6d44a9270c8e53-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Dransfeld und Jost Rüegg vom 12. Februar 2020 \"Fragen zu Führung und Kommunikation\"","16/EA 160/475"
"Beantwortung vom 14.04.2020 (16/EA 160/475)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=432281f861494a0cbb1c1df26233e025-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Peter Dransfeld und Jost Rüegg vom 12. Februar 2020 \"Fragen zu Führung und Kommunikation\"","16/EA 160/475"
"Wortlaut vom 12.02.2020 (16/EA 161/476)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=45565eb0a6944ad593f6d22e2b472371-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Franz Eugster vom 12. Februar 2020 \"Wolfalarm per SMS\"","16/EA 161/476"
"Beantwortung vom 07.04.2020 (16/EA 161/476)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a77a66f516d8456a805834df1c395d41-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Franz Eugster vom 12. Februar 2020 \"Wolfalarm per SMS\"","16/EA 161/476"
"Wortlaut vom 12.02.2020 (16/EA 162/477)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fb00705198cb439a9c3a04086ea7540f-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Guido Grütter und Stephan Tobler vom 12. Februar 2020 \"Nachfolgeregelungen KMU - Wehe, ein Arbeitnehmer übernimmt die Firma!\"","16/EA 162/477"
"Beantwortung vom 12.05.2020 (16/EA 162/477)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a1910d45673b499a9dd1562a25479630-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Guido Grütter und Stephan Tobler vom 12. Februar 2020 \"Nachfolgeregelungen KMU - Wehe, ein Arbeitnehmer übernimmt die Firma!\"","16/EA 162/477"
"Wortlaut vom 12.02.2020 (16/EA 163/478)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=edf2a956f4024f81b38defeba3a2e159-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Hanspeter Heeb und Hansjörg Haller vom 12. Februar 2020 \"(Irre-)Führung der Stimmbürger\"","16/EA 163/478"
"Beantwortung vom 21.04.2020 (16/EA 163/478)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4352cf4bc19b44d6bd9fa1a9bc98ff3b-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Hanspeter Heeb und Hansjörg Haller vom 12. Februar 2020 \"(Irre-)Führung der Stimmbürger\"","16/EA 163/478"
"Wortlaut vom 12.02.2020 (16/EA 164/479)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=1d11e24c763d49498b9e795715dc72a2-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Egon Scherrer vom 12. Februar 2020 \"Ist Inländervorrang und Neueinstellungen von ü 50jährigen auch bei der kantonalen Verwaltung ein Thema?\"","16/EA 164/479"
"Beantwortung vom 02.06.2020 (16/EA 164/479)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a147d23535b9415ca348e4a9d9e3ee82-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Egon Scherrer vom 12. Februar 2020 \"Ist Inländervorrang und Neueinstellungen von ü 50jährigen auch bei der kantonalen Verwaltung ein Thema?\"","16/EA 164/479"
"Wortlaut vom 12.02.2020 (16/EA 165/480)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d77573387e1c45bc8159ca7bdb658280-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Pascal Schmid und Thomas Thalmann vom 12. Februar 2020 \"Tote Leitungen im Notfall - was tut der Kanton?\"","16/EA 165/480"
"Beantwortung vom 07.04.2020 (16/EA 165/480)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=04b5d4dd5ac4429faad0590530f89cc5-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Pascal Schmid und Thomas Thalmann vom 12. Februar 2020 \"Tote Leitungen im Notfall - was tut der Kanton?\"","16/EA 165/480"
"Wortlaut vom 12.02.2020 (16/EA 167/482)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=1e06cf7107aa413885ddbca85eb1e081-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Edith Wohlfender und Sabina Peter Köstli vom 12. Februar 2020 \"Wer profitiert von den Fondsgeldern?\"","16/EA 167/482"
"Beantwortung vom 02.06.2020 (16/EA 167/482)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=56bac9302b094dad9a363be2bae387b1-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Edith Wohlfender und Sabina Peter Köstli vom 12. Februar 2020 \"Wer profitiert von den Fondsgeldern?\"","16/EA 167/482"
"Wortlaut vom 12.02.2020 (16/EA 168/483)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=95dfd158073e4eb6a2f6da106f0a33d2-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Ruedi Zbinden vom 12. Februar 2020 \"Wie weiter mit der 5G Mobilfunktechnik\"","16/EA 168/483"
"Beantwortung vom 31.03.2020 (16/EA 168/483)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=05baeceb8d0e4f4c8aa98b12bf1c43f1-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Ruedi Zbinden vom 12. Februar 2020 \"Wie weiter mit der 5G Mobilfunktechnik\"","16/EA 168/483"
"Wortlaut/Begründung vom 26.02.2020 (16/MO 47/484)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0c8559a6861040b5b07e6475f6b13339-332&v=1&r=PDF&typ=pdf","Motion von Beat Rüedi vom 26. Februar 2020 \"Entlastung der Lebenspartnerinnen und Lebenspartner bei der Erbschafts- und Schenkungssteuer\"","16/MO 47/484"
"Beantwortung vom 29.09.2020 (16/MO 47/484)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=854f74dbf6a146da8b39dc7a8ddc9813-332&v=1&r=PDF&typ=pdf","Motion von Beat Rüedi vom 26. Februar 2020 \"Entlastung der Lebenspartnerinnen und Lebenspartner bei der Erbschafts- und Schenkungssteuer\"","16/MO 47/484"
"Beantwortung, Diskussion, Beschlussfassung vom 02.12.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=89aaff016c6f4d71994d03639041dce0-332&v=1&r=PDF&typ=pdf","Motion von Beat Rüedi vom 26. Februar 2020 \"Entlastung der Lebenspartnerinnen und Lebenspartner bei der Erbschafts- und Schenkungssteuer\"","16/MO 47/484"
"Wortlaut/Begründung vom 26.02.2020 (16/IN 56/485)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c8285260aa9c47fea71855e03695dfb9-332&v=1&r=PDF&typ=pdf","Interpellation von Max Brunner vom 26. Februar 2020 \"Pflegefinanzierung statt Konkurs\"","16/IN 56/485"
"Beantwortung vom 17.02.2021 (16/IN 56/485)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b0a99b320f244fc3b474e40772ecd279-332&v=1&r=PDF&typ=pdf","Interpellation von Max Brunner vom 26. Februar 2020 \"Pflegefinanzierung statt Konkurs\"","16/IN 56/485"
"Behandlung vom 09.06.2021","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=abd4d3db87264ed9ace8e67ef6c8ea19-332&v=1&r=PDF&typ=pdf","Interpellation von Max Brunner vom 26. Februar 2020 \"Pflegefinanzierung statt Konkurs\"","16/IN 56/485"
"Wortlaut/Begründung vom 26.02.2020 (16/IN 57/486)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6449e8fd49fd4afdb1dcf21d6c7ae16b-332&v=1&r=PDF&typ=pdf","Interpellation von Pascal Schmid, Ruedi Zbinden, David H. Bon und Peter Schenk vom 26. Februar 2020 \"Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?\"","16/IN 57/486"
"Dringlichkeit vom 26.02.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5ac436ec48a9449cb50f9076be987fec-332&v=1&r=PDF&typ=pdf","Interpellation von Pascal Schmid, Ruedi Zbinden, David H. Bon und Peter Schenk vom 26. Februar 2020 \"Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?\"","16/IN 57/486"
"Beantwortung vom 28.04.2020 (16/IN 57/486)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=34541ce5a98d4a1a8da9ded9404cccc5-332&v=1&r=PDF&typ=pdf","Interpellation von Pascal Schmid, Ruedi Zbinden, David H. Bon und Peter Schenk vom 26. Februar 2020 \"Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?\"","16/IN 57/486"
"Behandlung vom 06.05.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e6388cc1bd9f4f17962ecf608548a298-332&v=1&r=PDF&typ=pdf","Interpellation von Pascal Schmid, Ruedi Zbinden, David H. Bon und Peter Schenk vom 26. Februar 2020 \"Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?\"","16/IN 57/486"
"Wortlaut vom 26.02.2020 (16/EA 169/487)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8f7351e5553245c9b09feaa7ead096f1-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von René Gubler vom 26. Februar 2020 \"Entwicklung der zugewanderten Erwerbstätigen\"","16/EA 169/487"
"Beantwortung vom 14.04.2020 (16/EA 169/487)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c89fe60620e44073be146517b258bd7c-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von René Gubler vom 26. Februar 2020 \"Entwicklung der zugewanderten Erwerbstätigen\"","16/EA 169/487"
"Wortlaut vom 26.02.2020 (16/EA 170/488)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f6c686067afb4d179223f39cc0e660dd-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Doris Günter, Corinna Pasche, Didi Feuerle, Peter Schenk, Andrea Vonlanthen, Elisabeth Rickenbach, Elina Müller und Cornelia Zecchinel vom 26. Februar 2020 \"Menschenhandel und Ausbeutung - wo steht der Kanton Thurgau?\"","16/EA 170/488"
"Beantwortung vom 21.04.2020 (16/EA 170/488)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8f8bf07220744e9f947cf64a0a25e9da-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Doris Günter, Corinna Pasche, Didi Feuerle, Peter Schenk, Andrea Vonlanthen, Elisabeth Rickenbach, Elina Müller und Cornelia Zecchinel vom 26. Februar 2020 \"Menschenhandel und Ausbeutung - wo steht der Kanton Thurgau?\"","16/EA 170/488"
"Wortlaut vom 26.02.2020 (16/EA 172/490)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=7648a299d4c345838aa92af3dad7593f-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Bruno Lüscher und Daniel Eugster vom 26. Februar 2020 \"Versteuerung der Umstiegsprämie 'Elektromobilität'\"","16/EA 172/490"
"Beantwortung vom 02.06.2020 (16/EA 172/490)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a5ac3e9069fb41d4ac604674ba45df7c-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Bruno Lüscher und Daniel Eugster vom 26. Februar 2020 \"Versteuerung der Umstiegsprämie 'Elektromobilität'\"","16/EA 172/490"
"Wortlaut vom 26.02.2020 (16/EA 173/491)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=391fdd4abf6f499ba34ce14c0901207e-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Daniel Vetterli und Egon Scherrer vom 26. Februar 2020 \"Swiss future Farm: Chance für die Landwirtschaft der Zukunft oder Kantonsgeld für Markenwerbung?\"","16/EA 173/491"
"Beantwortung vom 14.04.2020 (16/EA 173/491)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f90107b79e714c3fbd34828a1e7a1028-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Daniel Vetterli und Egon Scherrer vom 26. Februar 2020 \"Swiss future Farm: Chance für die Landwirtschaft der Zukunft oder Kantonsgeld für Markenwerbung?\"","16/EA 173/491"
"Wortlaut vom 26.02.2020 (16/EA 174/492)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=65431810d0cb472e85d9bdacf59ce4e0-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Jürg Wiesli vom 26. Februar 2020 \"Corona-Fälle im Thurgau: wie reagiert der Regierungsrat, wenn erste Fälle auftreten?\"","16/EA 174/492"
"Beantwortung vom 28.04.2020 (16/EA 174/492)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f397f5330fbb43889d7392f3f62cb6a9-332&v=1&r=PDF&typ=pdf","Einfache Anfrage von Jürg Wiesli vom 26. Februar 2020 \"Corona-Fälle im Thurgau: wie reagiert der Regierungsrat, wenn erste Fälle auftreten?\"","16/EA 174/492"
"Bericht über Stellenentwicklung in den Ämtern vom 03.03.2020 (16/WE 10/493)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f27f28aa571e4f8f822540d5f4c9d2db-332&v=1&r=PDF&typ=pdf","Bericht über die Stellenentwicklung in den Ämtern","16/WE 10/493"
"Angepasster Bericht über Stellenentwicklung in den Ämtern vom 13.05.20 (16/WE 10/493)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8e4762c536a3498fac0e3d823dd9795e-332&v=1&r=PDF&typ=pdf","Bericht über die Stellenentwicklung in den Ämtern","16/WE 10/493"
"Diskussion vom 20.05.2020","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=7e2d32080d8e40a4834d8eb9c2b9abe9-332&v=1&r=PDF&typ=pdf","Bericht über die Stellenentwicklung in den Ämtern","16/WE 10/493"
"Missiv vom 17.03.2020 (16/WA 96/494)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6ace1be08f5947309a035fa212e041cc-332&v=1&r=PDF&typ=pdf","Genehmigung der Wahl der Mitglieder des Regierungsrates vom 15. März 2020","16/WA 96/494"
"Botschaft vom 20.04.2020 (16/WA 96/494)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=50059c454d254a8ba018b6c3089e7c4d-332&v=1&r=PDF&typ=pdf","Genehmigung der Wahl der Mitglieder des Regierungsrates vom 15. März 2020","16/WA 96/494"
